0,0.070409
1,0.070409
2,0.070409
3,0.070409
4,0.070409
5,0.070409
6,0.070409
7,0.070409
8,0.070409
9,0.070409
10,0.070409
11,0.070409
12,0.070409
13,0.070409
14,0.070409
15,0.070409
16,0.070409
17,0.070409
18,0.070409
19,0.070409
20,0.070409
21,0.070409
22,0.070409
23,0.070409
24,0.070409
25,0.070409
26,0.070409
27,0.070409
28,0.070409
29,0.070409
30,0.070409
31,0.070409
32,0.070409
33,0.070409
34,0.070409
35,0.070409
36,0.070409
37,0.070409
38,0.070409
39,0.070409
40,0.070409
41,0.070409
42,0.070409
43,0.070409
44,0.070409
45,0.070409
46,0.070409
47,0.070409
48,0.070409
49,0.070409
50,0.070409
51,0.071967
52,0.073591
53,0.073973
54,0.078462
55,0.080273
56,0.082916
57,0.081243
58,0.083278
59,0.085907
60,0.085976
61,0.087765
62,0.088613
63,0.08987
64,0.089839
65,0.091005
66,0.089455
67,0.089486
68,0.089
69,0.090941
70,0.088494
71,0.088807
72,0.089576
73,0.089465
74,0.088403
75,0.092566
76,0.096431
77,0.092453
78,0.096259
79,0.098919
80,0.098603
81,0.097335
82,0.09523
83,0.095371
84,0.094882
85,0.094925
86,0.097285
87,0.09774
88,0.096123
89,0.096726
90,0.097009
91,0.098142
92,0.096777
93,0.095873
94,0.095767
95,0.09737
96,0.10055
97,0.103448
98,0.105181
99,0.104291
100,0.102441
101,0.106832
102,0.11
103,0.110267
104,0.112072
105,0.113151
106,0.132938
107,0.122994
108,0.129154
109,0.129447
110,0.147014
111,0.215593
112,0.332344
113,0.233594
114,0.367851
115,0.383793
116,0.388422
117,0.384089
118,0.46089
119,0.568552
120,0.638078
121,0.729478
122,0.825911
123,0.934079
124,1.003592
125,0.836025
126,0.684801
127,0.718406
128,0.881743
129,0.971845
130,1.145451
131,1.069182
132,1.039677
133,1.051668
134,1.159718
135,1.220943
136,1.294439
137,1.232685
138,1.34545
139,1.472171
140,1.487015
141,1.704897
142,1.790004
143,1.897408
144,2.036942
145,2.110242
146,2.157652
147,2.318808
148,2.328682
149,2.49725
150,2.683501
151,2.775956
152,2.858161
153,2.840072
154,2.80708
155,2.766994
156,2.653617
157,2.54841
158,2.657678
159,2.551038
160,2.789979
161,2.774133
162,2.684607
163,2.664809
164,2.722821
165,2.574274
166,2.319993
167,2.564892
168,2.680197
169,2.966428
170,3.231912
171,3.338069
172,3.254679
173,3.502733
174,3.541363
175,3.33738
176,3.224426
177,3.482635
178,3.046297
179,2.655407
180,2.959446
181,3.091967
182,2.962696
183,3.195988
184,3.413225
185,3.510039
186,3.345905
187,3.240044
188,2.89662
189,2.7509
190,2.567663
191,2.287272
192,1.995945
193,1.875025
194,1.647258
195,1.529752
196,1.468306
197,1.399427
198,1.33699
199,1.27419
200,1.215456
201,1.184799
202,1.171179
203,1.161656
204,1.154894
205,1.151287
206,1.141554
207,1.142247
208,1.165196
209,1.266876
210,1.310735
211,1.399485
212,1.557377
213,1.73598
214,1.94177
215,2.184546
216,2.418428
217,2.428609
218,2.259255
219,1.999258
220,1.826614
221,1.454177
222,1.256832
223,1.223246
224,1.229109
225,1.065192
226,1.013272
227,0.932245
228,0.885477
229,0.8489
230,0.793938
231,0.780287
232,0.780287
233,0.780287
234,0.780287
235,0.780287
236,0.780287
237,0.780287
238,0.780287
239,0.780287
240,0.780287
241,0.780287
242,0.780287
243,0.780287
244,0.780287
245,0.780287
246,0.780287
247,0.780287
248,0.780287
249,0.780287
250,0.780287
251,0.780287
252,0.780287
253,0.780287
254,0.780287
255,0.780287
256,0.780287
257,0.780287
258,0.780287
259,0.780287
260,0.780287
261,0.780287
262,0.780287
263,0.780287
264,0.780287
265,0.780287
266,0.780287
267,0.780287
268,0.780287
269,0.780287
270,0.780287
271,0.780287
272,0.780287
273,0.780287
274,0.780287
275,0.780287
276,0.780287
277,0.780287
278,0.780287
279,0.780287
280,0.780287
281,0.780287
282,0.780287
283,0.780287
284,0.780287
285,0.780287
286,0.780287
287,0.780287
288,0.780287
289,0.780287
290,0.780287
291,0.780287
292,0.780287
293,0.780287
294,0.780287
295,0.780287
296,0.780287
297,0.780287
298,0.780287
299,0.780287
300,0.780287
301,0.780287
302,0.780287
303,0.780287
304,0.780287
305,0.780287
306,0.780287
307,0.780287
308,0.780287
309,0.780287
310,0.780287
311,0.780287
312,0.780287
313,0.780287
314,0.780287
315,0.780287
316,0.780287
317,0.780287
318,0.780287
319,0.780287
320,0.780287
321,0.780287
322,0.780287
323,0.780287
324,0.780287
325,0.780287
326,0.780287
327,0.780287
328,0.780287
329,0.780287
330,0.780287
331,0.780287
332,0.780287
333,0.780287
334,0.780287
335,0.780287
336,0.780287
337,0.780287
338,0.780287
339,0.780287
340,0.780287
341,0.780287
342,0.780287
343,0.780287
344,0.780287
345,0.780287
346,0.780287
347,0.780287
348,0.780287
349,0.780287
350,0.780287
351,0.780287
352,0.780287
353,0.780287
354,0.780287
355,0.780287
356,0.780287
357,0.780287
358,0.780287
359,0.780287
360,0.780287
361,0.780287
